id,nid,did,ord,mod,usn,type,queue,due,ivl,factor,reps,lapses,left,odue,odid,flags,data
1724592107142,1724592107141,1737734989502,0,1740697733,0,0,0,10808,0,0,0,0,0,0,0,0,{}
1724592107145,1724592107144,1737734989502,0,1740697733,0,0,0,10809,0,0,0,0,0,0,0,0,{}
1724592107148,1724592107147,1737734989502,0,1740697733,0,0,0,10810,0,0,0,0,0,0,0,0,{}
1724592107151,1724592107150,1737734989502,0,1740697733,0,0,0,10811,0,0,0,0,0,0,0,0,{}
1724592107154,1724592107153,1737734989502,0,1740697733,0,0,0,10812,0,0,0,0,0,0,0,0,{}
1724592107157,1724592107156,1737734989502,0,1747869498,1925,0,0,10814,0,0,0,0,0,0,0,3,{}
1724592107160,1724592107159,1737734989502,0,1740697733,0,0,0,10815,0,0,0,0,0,0,0,0,{}
1724592107163,1724592107162,1737734989502,0,1740697733,0,0,0,10816,0,0,0,0,0,0,0,0,{}
1724592107166,1724592107165,1737734989502,0,1740697733,0,0,0,10817,0,0,0,0,0,0,0,0,{}
1724592107169,1724592107168,1737734989502,0,1740697733,0,0,0,10818,0,0,0,0,0,0,0,0,{}
1724592107172,1724592107171,1737734989502,0,1740697733,0,0,0,10819,0,0,0,0,0,0,0,0,{}
1724592107175,1724592107174,1737734989502,0,1740697733,0,0,0,10820,0,0,0,0,0,0,0,0,{}
1724592107178,1724592107177,1737734989502,0,1740697733,0,0,0,10821,0,0,0,0,0,0,0,0,{}
1724592107181,1724592107180,1737734989502,0,1740697733,0,0,0,10823,0,0,0,0,0,0,0,0,{}
1724592107184,1724592107183,1737734989502,0,1740697733,0,0,0,10824,0,0,0,0,0,0,0,0,{}
1724592107187,1724592107186,1737734989502,0,1740697733,0,0,0,10826,0,0,0,0,0,0,0,0,{}
1724592107190,1724592107189,1737734989502,0,1740697733,0,0,0,10828,0,0,0,0,0,0,0,0,{}
1724592107193,1724592107192,1737734989502,0,1740697733,0,0,0,10831,0,0,0,0,0,0,0,0,{}
1724592107196,1724592107195,1737734989502,0,1740697733,0,0,0,10832,0,0,0,0,0,0,0,0,{}
1724592107199,1724592107198,1737734989502,0,1740697733,0,0,0,10833,0,0,0,0,0,0,0,0,{}
1724592107202,1724592107201,1737734989502,0,1740697733,0,0,0,10835,0,0,0,0,0,0,0,0,{}
1724592107205,1724592107204,1737734989502,0,1740697733,0,0,0,10836,0,0,0,0,0,0,0,0,{}
1724592107208,1724592107207,1737734989502,0,1740697733,0,0,0,10838,0,0,0,0,0,0,0,0,{}
1724592107211,1724592107210,1737734989502,0,1740697733,0,0,0,10839,0,0,0,0,0,0,0,0,{}
1724592107214,1724592107213,1737734989502,0,1740697733,0,0,0,10841,0,0,0,0,0,0,0,0,{}
1724592107217,1724592107216,1737734989502,0,1740697733,0,0,0,10842,0,0,0,0,0,0,0,0,{}
1724592107220,1724592107219,1737734989502,0,1740697733,0,0,0,10843,0,0,0,0,0,0,0,0,{}
1724592107223,1724592107222,1737734989502,0,1740697733,0,0,0,10844,0,0,0,0,0,0,0,0,{}
1724592107226,1724592107225,1737734989502,0,1740697733,0,0,0,10845,0,0,0,0,0,0,0,0,{}
1724592107229,1724592107228,1737734989502,0,1740697733,0,0,0,10847,0,0,0,0,0,0,0,0,{}
1724592107232,1724592107231,1737734989502,0,1740697733,0,0,0,10848,0,0,0,0,0,0,0,0,{}
1724592107235,1724592107234,1737734989502,0,1740697733,0,0,0,10849,0,0,0,0,0,0,0,0,{}
1724592107238,1724592107237,1737734989502,0,1740697733,0,0,0,10851,0,0,0,0,0,0,0,0,{}
1724592107241,1724592107240,1737734989502,0,1740697733,0,0,0,10852,0,0,0,0,0,0,0,0,{}
1724592107244,1724592107243,1737734989502,0,1740697733,0,0,0,10853,0,0,0,0,0,0,0,0,{}
1724592107247,1724592107246,1737734989502,0,1740697733,0,0,0,10854,0,0,0,0,0,0,0,0,{}
1724592107250,1724592107249,1737734989502,0,1740697733,0,0,0,10855,0,0,0,0,0,0,0,0,{}
1724592107253,1724592107252,1737734989502,0,1740697733,0,0,0,10856,0,0,0,0,0,0,0,0,{}
1724592107256,1724592107255,1737734989502,0,1740697733,0,0,0,10857,0,0,0,0,0,0,0,0,{}
1724592107259,1724592107258,1737734989502,0,1740697733,0,0,0,10859,0,0,0,0,0,0,0,0,{}
1724592107262,1724592107261,1737734989502,0,1740697733,0,0,0,10862,0,0,0,0,0,0,0,0,{}
1724592107265,1724592107264,1737734989502,0,1740697733,0,0,0,10863,0,0,0,0,0,0,0,0,{}
1724592107268,1724592107267,1737734989502,0,1740697733,0,0,0,10864,0,0,0,0,0,0,0,0,{}
1724592107271,1724592107270,1737734989502,0,1740697733,0,0,0,10865,0,0,0,0,0,0,0,0,{}
1724592107274,1724592107273,1737734989502,0,1740697733,0,0,0,10866,0,0,0,0,0,0,0,0,{}
1724592107277,1724592107276,1737734989502,0,1740697733,0,0,0,10868,0,0,0,0,0,0,0,0,{}
1724592107280,1724592107279,1737734989502,0,1740697733,0,0,0,10869,0,0,0,0,0,0,0,0,{}
1724592107283,1724592107282,1737734989502,0,1740697733,0,0,0,10870,0,0,0,0,0,0,0,0,{}
1724592107286,1724592107285,1737734989502,0,1740697733,0,0,0,10871,0,0,0,0,0,0,0,0,{}
1724592107289,1724592107288,1737734989502,0,1740697733,0,0,0,10872,0,0,0,0,0,0,0,0,{}
1724592107292,1724592107291,1737734989502,0,1740697733,0,0,0,10874,0,0,0,0,0,0,0,0,{}
1724592107295,1724592107294,1737734989502,0,1740697733,0,0,0,10875,0,0,0,0,0,0,0,0,{}
1724592107298,1724592107297,1737734989502,0,1740697733,0,0,0,10876,0,0,0,0,0,0,0,0,{}
1724592107301,1724592107300,1737734989502,0,1740697733,0,0,0,10877,0,0,0,0,0,0,0,0,{}
1724592107304,1724592107303,1737734989502,0,1740697733,0,0,0,10878,0,0,0,0,0,0,0,0,{}
1724592107307,1724592107306,1737734989502,0,1740697733,0,0,0,10879,0,0,0,0,0,0,0,0,{}
1724592107310,1724592107309,1737734989502,0,1740697733,0,0,0,10881,0,0,0,0,0,0,0,0,{}
1724592107313,1724592107312,1737734989502,0,1740697733,0,0,0,10885,0,0,0,0,0,0,0,0,{}
1724592107316,1724592107315,1737734989502,0,1740697733,0,0,0,10888,0,0,0,0,0,0,0,0,{}
1724592107319,1724592107318,1737734989502,0,1740697733,0,0,0,10889,0,0,0,0,0,0,0,0,{}
1724592107322,1724592107321,1737734989502,0,1740697733,0,0,0,10890,0,0,0,0,0,0,0,0,{}
1724592107325,1724592107324,1737734989502,0,1740697733,0,0,0,10891,0,0,0,0,0,0,0,0,{}
1724592107328,1724592107327,1737734989502,0,1740697733,0,0,0,10894,0,0,0,0,0,0,0,0,{}
1724592107331,1724592107330,1737734989502,0,1740697733,0,0,0,10895,0,0,0,0,0,0,0,0,{}
1724592107334,1724592107333,1737734989502,0,1747869502,1925,0,0,10896,0,0,0,0,0,0,0,3,{}
1724592107337,1724592107336,1737734989502,0,1740697733,0,0,0,10897,0,0,0,0,0,0,0,0,{}
1724592107340,1724592107339,1737734989502,0,1740697733,0,0,0,10899,0,0,0,0,0,0,0,0,{}
1724592107343,1724592107342,1737734989502,0,1740697733,0,0,0,10901,0,0,0,0,0,0,0,0,{}
1724592107346,1724592107345,1737734989502,0,1740697733,0,0,0,10903,0,0,0,0,0,0,0,0,{}
1724592107349,1724592107348,1737734989502,0,1740697733,0,0,0,10905,0,0,0,0,0,0,0,0,{}
1724592107352,1724592107351,1737734989502,0,1740697733,0,0,0,10907,0,0,0,0,0,0,0,0,{}
1724592107355,1724592107354,1737734989502,0,1740697733,0,0,0,10908,0,0,0,0,0,0,0,0,{}
1724592107358,1724592107357,1737734989502,0,1740697733,0,0,0,10909,0,0,0,0,0,0,0,0,{}
1724592107361,1724592107360,1737734989502,0,1740697733,0,0,0,10910,0,0,0,0,0,0,0,0,{}
1724592107364,1724592107363,1737734989502,0,1740697733,0,0,0,10911,0,0,0,0,0,0,0,0,{}
1724592107367,1724592107366,1737734989502,0,1740697733,0,0,0,10912,0,0,0,0,0,0,0,0,{}
1724592107370,1724592107369,1737734989502,0,1740697733,0,0,0,10913,0,0,0,0,0,0,0,0,{}
1724592107373,1724592107372,1737734989502,0,1740697733,0,0,0,10914,0,0,0,0,0,0,0,0,{}
1724592107376,1724592107375,1737734989502,0,1740697733,0,0,0,10915,0,0,0,0,0,0,0,0,{}
1724592107379,1724592107378,1737734989502,0,1747869504,1925,0,0,10916,0,0,0,0,0,0,0,3,{}
1724592107382,1724592107381,1737734989502,0,1740697733,0,0,0,10917,0,0,0,0,0,0,0,0,{}
1724592107385,1724592107384,1737734989502,0,1740697733,0,0,0,10918,0,0,0,0,0,0,0,0,{}
1724592107388,1724592107387,1737734989502,0,1740697733,0,0,0,10919,0,0,0,0,0,0,0,0,{}
1724592107391,1724592107390,1737734989502,0,1740697733,0,0,0,10920,0,0,0,0,0,0,0,0,{}
1724592107394,1724592107393,1737734989502,0,1740697733,0,0,0,10921,0,0,0,0,0,0,0,0,{}
1724592107397,1724592107396,1737734989502,0,1740697733,0,0,0,10922,0,0,0,0,0,0,0,0,{}
1724592107400,1724592107399,1737734989502,0,1740697733,0,0,0,10923,0,0,0,0,0,0,0,0,{}
1724592107403,1724592107402,1737734989502,0,1740697733,0,0,0,10924,0,0,0,0,0,0,0,0,{}
1724592107406,1724592107405,1737734989502,0,1740697733,0,0,0,10925,0,0,0,0,0,0,0,0,{}
1724592107409,1724592107408,1737734989502,0,1740697733,0,0,0,10927,0,0,0,0,0,0,0,0,{}
1724592107412,1724592107411,1737734989502,0,1740697733,0,0,0,10928,0,0,0,0,0,0,0,0,{}
1724592107415,1724592107414,1737734989502,0,1740697733,0,0,0,10930,0,0,0,0,0,0,0,0,{}
1724592107418,1724592107417,1737734989502,0,1740697733,0,0,0,10931,0,0,0,0,0,0,0,0,{}
1724592107421,1724592107420,1737734989502,0,1740697733,0,0,0,10933,0,0,0,0,0,0,0,0,{}
1724592107424,1724592107423,1737734989502,0,1740697733,0,0,0,10934,0,0,0,0,0,0,0,0,{}
1724592107427,1724592107426,1737734989502,0,1740697733,0,0,0,10935,0,0,0,0,0,0,0,0,{}
1724592107430,1724592107429,1737734989502,0,1740697733,0,0,0,10936,0,0,0,0,0,0,0,0,{}
1724592107433,1724592107432,1737734989502,0,1740697733,0,0,0,10937,0,0,0,0,0,0,0,0,{}
1724592107436,1724592107435,1737734989502,0,1740697733,0,0,0,10939,0,0,0,0,0,0,0,0,{}
1724592107439,1724592107438,1737734989502,0,1740697733,0,0,0,10940,0,0,0,0,0,0,0,0,{}
1724592107442,1724592107441,1737734989502,0,1740697733,0,0,0,10942,0,0,0,0,0,0,0,0,{}
1724592107445,1724592107444,1737734989502,0,1740697733,0,0,0,10943,0,0,0,0,0,0,0,0,{}
1724592107448,1724592107447,1737734989502,0,1740697733,0,0,0,10949,0,0,0,0,0,0,0,0,{}
1724592107451,1724592107450,1737734989502,0,1740697733,0,0,0,10950,0,0,0,0,0,0,0,0,{}
1724592107454,1724592107453,1737734989502,0,1740697733,0,0,0,10952,0,0,0,0,0,0,0,0,{}
1724592107457,1724592107456,1737734989502,0,1740697733,0,0,0,10953,0,0,0,0,0,0,0,0,{}
1724592107460,1724592107459,1737734989502,0,1740697733,0,0,0,10954,0,0,0,0,0,0,0,0,{}
1724592107463,1724592107462,1737734989502,0,1740697733,0,0,0,10955,0,0,0,0,0,0,0,0,{}
1724592107466,1724592107465,1737734989502,0,1740697733,0,0,0,10956,0,0,0,0,0,0,0,0,{}
1724592107469,1724592107468,1737734989502,0,1740697733,0,0,0,10957,0,0,0,0,0,0,0,0,{}
1724592107472,1724592107471,1737734989502,0,1747868856,1925,0,0,10958,0,0,0,0,0,0,0,3,{}
1724592107475,1724592107474,1737734989502,0,1740697733,0,0,0,10959,0,0,0,0,0,0,0,0,{}
1724592107478,1724592107477,1737734989502,0,1740697733,0,0,0,10961,0,0,0,0,0,0,0,0,{}
1724592107481,1724592107480,1737734989502,0,1740697733,0,0,0,10962,0,0,0,0,0,0,0,0,{}
1724592107484,1724592107483,1737734989502,0,1740697733,0,0,0,10964,0,0,0,0,0,0,0,0,{}
1724592107487,1724592107486,1737734989502,0,1740697733,0,0,0,10965,0,0,0,0,0,0,0,0,{}
1724592107490,1724592107489,1737734989502,0,1740697733,0,0,0,10967,0,0,0,0,0,0,0,0,{}
1724592107493,1724592107492,1737734989502,0,1740697733,0,0,0,10969,0,0,0,0,0,0,0,0,{}
1724592107496,1724592107495,1737734989502,0,1740697733,0,0,0,10970,0,0,0,0,0,0,0,0,{}
1724592107499,1724592107498,1737734989502,0,1740697733,0,0,0,10971,0,0,0,0,0,0,0,0,{}
1724592107502,1724592107501,1737734989502,0,1740697733,0,0,0,10972,0,0,0,0,0,0,0,0,{}
1724592107505,1724592107504,1737734989502,0,1740697733,0,0,0,10973,0,0,0,0,0,0,0,0,{}
1724592107508,1724592107507,1737734989502,0,1740697733,0,0,0,10974,0,0,0,0,0,0,0,0,{}
1724592107511,1724592107510,1737734989502,0,1740697733,0,0,0,10975,0,0,0,0,0,0,0,0,{}
1724592107514,1724592107513,1737734989502,0,1740697733,0,0,0,10976,0,0,0,0,0,0,0,0,{}
1724592107517,1724592107516,1737734989502,0,1740697733,0,0,0,10977,0,0,0,0,0,0,0,0,{}
1724592107520,1724592107519,1737734989502,0,1740697733,0,0,0,10978,0,0,0,0,0,0,0,0,{}
1724592107523,1724592107522,1737734989502,0,1740697733,0,0,0,10979,0,0,0,0,0,0,0,0,{}
1724592107526,1724592107525,1737734989502,0,1740697733,0,0,0,10980,0,0,0,0,0,0,0,0,{}
1724592107529,1724592107528,1737734989502,0,1740697733,0,0,0,10984,0,0,0,0,0,0,0,0,{}
1724592107532,1724592107531,1737734989502,0,1740697733,0,0,0,10987,0,0,0,0,0,0,0,0,{}
1724592107535,1724592107534,1737734989502,0,1740697733,0,0,0,10991,0,0,0,0,0,0,0,0,{}
1724592107538,1724592107537,1737734989502,0,1740697733,0,0,0,10992,0,0,0,0,0,0,0,0,{}
1724592107541,1724592107540,1737734989502,0,1740697733,0,0,0,10994,0,0,0,0,0,0,0,0,{}
1724592107544,1724592107543,1737734989502,0,1740697733,0,0,0,10995,0,0,0,0,0,0,0,0,{}
1724592107547,1724592107546,1737734989502,0,1740697733,0,0,0,10996,0,0,0,0,0,0,0,0,{}
1724592107550,1724592107549,1737734989502,0,1740697733,0,0,0,10997,0,0,0,0,0,0,0,0,{}
1724592107553,1724592107552,1737734989502,0,1740697733,0,0,0,10998,0,0,0,0,0,0,0,0,{}
1724592107556,1724592107555,1737734989502,0,1740697733,0,0,0,10999,0,0,0,0,0,0,0,0,{}
1724592107559,1724592107558,1737734989502,0,1740697733,0,0,0,11000,0,0,0,0,0,0,0,0,{}
1724592107562,1724592107561,1737734989502,0,1740697733,0,0,0,11001,0,0,0,0,0,0,0,0,{}
1724592107565,1724592107564,1737734989502,0,1740697733,0,0,0,11002,0,0,0,0,0,0,0,0,{}
1724592107568,1724592107567,1737734989502,0,1740697733,0,0,0,11003,0,0,0,0,0,0,0,0,{}
1724592107571,1724592107570,1737734989502,0,1740697733,0,0,0,11005,0,0,0,0,0,0,0,0,{}
1724592107574,1724592107573,1737734989502,0,1740697733,0,0,0,11006,0,0,0,0,0,0,0,0,{}
1724592107577,1724592107576,1737734989502,0,1740697733,0,0,0,11007,0,0,0,0,0,0,0,0,{}
1724592107580,1724592107579,1737734989502,0,1740697733,0,0,0,11008,0,0,0,0,0,0,0,0,{}
1724592107583,1724592107582,1737734989502,0,1740697733,0,0,0,11009,0,0,0,0,0,0,0,0,{}
1724592107586,1724592107585,1737734989502,0,1740697733,0,0,0,11010,0,0,0,0,0,0,0,0,{}
1724592107589,1724592107588,1737734989502,0,1740697733,0,0,0,11011,0,0,0,0,0,0,0,0,{}
1724592107592,1724592107591,1737734989502,0,1740697733,0,0,0,11013,0,0,0,0,0,0,0,0,{}
1724592107595,1724592107594,1737734989502,0,1740697733,0,0,0,11014,0,0,0,0,0,0,0,0,{}
1724592107598,1724592107597,1737734989502,0,1740697733,0,0,0,11015,0,0,0,0,0,0,0,0,{}
1724592107601,1724592107600,1737734989502,0,1740697733,0,0,0,11016,0,0,0,0,0,0,0,0,{}
1724592107604,1724592107603,1737734989502,0,1740697733,0,0,0,11017,0,0,0,0,0,0,0,0,{}
1724592107607,1724592107606,1737734989502,0,1740697733,0,0,0,11018,0,0,0,0,0,0,0,0,{}
1724592107610,1724592107609,1737734989502,0,1740697733,0,0,0,11019,0,0,0,0,0,0,0,0,{}
1724592107613,1724592107612,1737734989502,0,1740697733,0,0,0,11021,0,0,0,0,0,0,0,0,{}
1724592107616,1724592107615,1737734989502,0,1740697733,0,0,0,11022,0,0,0,0,0,0,0,0,{}
1724592107619,1724592107618,1737734989502,0,1740697733,0,0,0,11023,0,0,0,0,0,0,0,0,{}
1724592107622,1724592107621,1737734989502,0,1740697733,0,0,0,11025,0,0,0,0,0,0,0,0,{}
1724592107625,1724592107624,1737734989502,0,1747869507,1925,0,0,11026,0,0,0,0,0,0,0,3,{}
1724592107628,1724592107627,1737734989502,0,1740697733,0,0,0,11027,0,0,0,0,0,0,0,0,{}
1724592107631,1724592107630,1737734989502,0,1740697733,0,0,0,11029,0,0,0,0,0,0,0,0,{}
1724592107634,1724592107633,1737734989502,0,1740697733,0,0,0,11031,0,0,0,0,0,0,0,0,{}
1724592107637,1724592107636,1737734989502,0,1740697733,0,0,0,11032,0,0,0,0,0,0,0,0,{}
1724592107640,1724592107639,1737734989502,0,1740697733,0,0,0,11034,0,0,0,0,0,0,0,0,{}
1724592107643,1724592107642,1737734989502,0,1740697733,0,0,0,11035,0,0,0,0,0,0,0,0,{}
1724592107646,1724592107645,1737734989502,0,1740697733,0,0,0,11036,0,0,0,0,0,0,0,0,{}
1724592107649,1724592107648,1737734989502,0,1740697733,0,0,0,11037,0,0,0,0,0,0,0,0,{}
1724592107652,1724592107651,1737734989502,0,1740697733,0,0,0,11038,0,0,0,0,0,0,0,0,{}
1724592107655,1724592107654,1737734989502,0,1740697733,0,0,0,11039,0,0,0,0,0,0,0,0,{}
1724592107658,1724592107657,1737734989502,0,1740697733,0,0,0,11041,0,0,0,0,0,0,0,0,{}
1724592107661,1724592107660,1737734989502,0,1750419078,2035,0,0,11043,0,0,0,0,0,0,0,3,{}
1724592107664,1724592107663,1737734989502,0,1740697733,0,0,0,11046,0,0,0,0,0,0,0,0,{}
1724592107667,1724592107666,1737734989502,0,1740697733,0,0,0,11047,0,0,0,0,0,0,0,0,{}
1724592107670,1724592107669,1737734989502,0,1740697733,0,0,0,11049,0,0,0,0,0,0,0,0,{}
1724592107673,1724592107672,1737734989502,0,1740697733,0,0,0,11050,0,0,0,0,0,0,0,0,{}
1724592107676,1724592107675,1737734989502,0,1740697733,0,0,0,11052,0,0,0,0,0,0,0,0,{}
1724592107679,1724592107678,1737734989502,0,1740697733,0,0,0,11053,0,0,0,0,0,0,0,0,{}
1724592107682,1724592107681,1737734989502,0,1740697733,0,0,0,11054,0,0,0,0,0,0,0,0,{}
1724592107685,1724592107684,1737734989502,0,1740697733,0,0,0,11055,0,0,0,0,0,0,0,0,{}
1724592107688,1724592107687,1737734989502,0,1740697733,0,0,0,11056,0,0,0,0,0,0,0,0,{}
1724592107691,1724592107690,1737734989502,0,1740697733,0,0,0,11057,0,0,0,0,0,0,0,0,{}
1724592107694,1724592107693,1737734989502,0,1740697733,0,0,0,11058,0,0,0,0,0,0,0,0,{}
1724592107697,1724592107696,1737734989502,0,1740697733,0,0,0,11059,0,0,0,0,0,0,0,0,{}
1724592107700,1724592107699,1737734989502,0,1740697733,0,0,0,11060,0,0,0,0,0,0,0,0,{}
1724592107703,1724592107702,1737734989502,0,1740697733,0,0,0,11061,0,0,0,0,0,0,0,0,{}
1724592107706,1724592107705,1737734989502,0,1740697733,0,0,0,11062,0,0,0,0,0,0,0,0,{}
1724592107709,1724592107708,1737734989502,0,1740697733,0,0,0,11063,0,0,0,0,0,0,0,0,{}
1724592107712,1724592107711,1737734989502,0,1740697733,0,0,0,11064,0,0,0,0,0,0,0,0,{}
1724592107715,1724592107714,1737734989502,0,1740697733,0,0,0,11065,0,0,0,0,0,0,0,0,{}
1724592107718,1724592107717,1737734989502,0,1740697733,0,0,0,11066,0,0,0,0,0,0,0,0,{}
1724592107721,1724592107720,1737734989502,0,1740697733,0,0,0,11067,0,0,0,0,0,0,0,0,{}
1724592107724,1724592107723,1737734989502,0,1740697733,0,0,0,11068,0,0,0,0,0,0,0,0,{}
1724592107727,1724592107726,1737734989502,0,1740697733,0,0,0,11069,0,0,0,0,0,0,0,0,{}
1724592107730,1724592107729,1737734989502,0,1740697733,0,0,0,11070,0,0,0,0,0,0,0,0,{}
1724592107733,1724592107732,1737734989502,0,1740697733,0,0,0,11071,0,0,0,0,0,0,0,0,{}
1724592107736,1724592107735,1737734989502,0,1740697733,0,0,0,11072,0,0,0,0,0,0,0,0,{}
1724592107739,1724592107738,1737734989502,0,1740697733,0,0,0,11073,0,0,0,0,0,0,0,0,{}
1724592107742,1724592107741,1737734989502,0,1740697733,0,0,0,11074,0,0,0,0,0,0,0,0,{}
1724592107745,1724592107744,1737734989502,0,1740697733,0,0,0,11076,0,0,0,0,0,0,0,0,{}
1724592107748,1724592107747,1737734989502,0,1740697733,0,0,0,11077,0,0,0,0,0,0,0,0,{}
1724592107751,1724592107750,1737734989502,0,1740697733,0,0,0,11078,0,0,0,0,0,0,0,0,{}
1724592107754,1724592107753,1737734989502,0,1740697733,0,0,0,11079,0,0,0,0,0,0,0,0,{}
1724592107757,1724592107756,1737734989502,0,1740697733,0,0,0,11080,0,0,0,0,0,0,0,0,{}
1724592107760,1724592107759,1737734989502,0,1740697733,0,0,0,11081,0,0,0,0,0,0,0,0,{}
1724592107763,1724592107762,1737734989502,0,1740697733,0,0,0,11082,0,0,0,0,0,0,0,0,{}
1724592107766,1724592107765,1737734989502,0,1740697733,0,0,0,11083,0,0,0,0,0,0,0,0,{}
1724592107769,1724592107768,1737734989502,0,1740697733,0,0,0,11084,0,0,0,0,0,0,0,0,{}
1724592107772,1724592107771,1737734989502,0,1740697733,0,0,0,11085,0,0,0,0,0,0,0,0,{}
1724592107775,1724592107774,1737734989502,0,1740697733,0,0,0,11087,0,0,0,0,0,0,0,0,{}
1724592107778,1724592107777,1737734989502,0,1740697733,0,0,0,11088,0,0,0,0,0,0,0,0,{}
1724592107781,1724592107780,1737734989502,0,1740697733,0,0,0,11089,0,0,0,0,0,0,0,0,{}
1724592107784,1724592107783,1737734989502,0,1740697733,0,0,0,11090,0,0,0,0,0,0,0,0,{}
1724592107787,1724592107786,1737734989502,0,1740697733,0,0,0,11091,0,0,0,0,0,0,0,0,{}
1724592107790,1724592107789,1737734989502,0,1740697733,0,0,0,11092,0,0,0,0,0,0,0,0,{}
1724592107793,1724592107792,1737734989502,0,1740697733,0,0,0,11093,0,0,0,0,0,0,0,0,{}
1724592107796,1724592107795,1737734989502,0,1740697733,0,0,0,11094,0,0,0,0,0,0,0,0,{}
1724592107799,1724592107798,1737734989502,0,1740697733,0,0,0,11095,0,0,0,0,0,0,0,0,{}
1724592107802,1724592107801,1737734989502,0,1740697733,0,0,0,11097,0,0,0,0,0,0,0,0,{}
1724592107805,1724592107804,1737734989502,0,1740697733,0,0,0,11098,0,0,0,0,0,0,0,0,{}
1724592107808,1724592107807,1737734989502,0,1740697733,0,0,0,11099,0,0,0,0,0,0,0,0,{}
1724592107811,1724592107810,1737734989502,0,1740697733,0,0,0,11100,0,0,0,0,0,0,0,0,{}
1724592107814,1724592107813,1737734989502,0,1740697733,0,0,0,11102,0,0,0,0,0,0,0,0,{}
1724592107817,1724592107816,1737734989502,0,1740697733,0,0,0,11103,0,0,0,0,0,0,0,0,{}
1724592107820,1724592107819,1737734989502,0,1740697733,0,0,0,11104,0,0,0,0,0,0,0,0,{}
1724592107823,1724592107822,1737734989502,0,1740697733,0,0,0,11105,0,0,0,0,0,0,0,0,{}
1724592107826,1724592107825,1737734989502,0,1740697733,0,0,0,11106,0,0,0,0,0,0,0,0,{}
1724592107829,1724592107828,1737734989502,0,1740697733,0,0,0,11107,0,0,0,0,0,0,0,0,{}
1724592107832,1724592107831,1737734989502,0,1740697733,0,0,0,11108,0,0,0,0,0,0,0,0,{}
1724592107835,1724592107834,1737734989502,0,1740697733,0,0,0,11109,0,0,0,0,0,0,0,0,{}
1724592107838,1724592107837,1737734989502,0,1740697733,0,0,0,11110,0,0,0,0,0,0,0,0,{}
1724592107841,1724592107840,1737734989502,0,1740697733,0,0,0,11111,0,0,0,0,0,0,0,0,{}
1724592107844,1724592107843,1737734989502,0,1740697733,0,0,0,11112,0,0,0,0,0,0,0,0,{}
1724592107847,1724592107846,1737734989502,0,1740697733,0,0,0,11114,0,0,0,0,0,0,0,0,{}
1724592107850,1724592107849,1737734989502,0,1740697733,0,0,0,11115,0,0,0,0,0,0,0,0,{}
1724592107853,1724592107852,1737734989502,0,1740697733,0,0,0,11117,0,0,0,0,0,0,0,0,{}
1724592107856,1724592107855,1737734989502,0,1740697733,0,0,0,11119,0,0,0,0,0,0,0,0,{}
1724592107859,1724592107858,1737734989502,0,1740697733,0,0,0,11125,0,0,0,0,0,0,0,0,{}
1724592107862,1724592107861,1737734989502,0,1740697733,0,0,0,11126,0,0,0,0,0,0,0,0,{}
1724592107865,1724592107864,1737734989502,0,1740697733,0,0,0,11128,0,0,0,0,0,0,0,0,{}
1724592107868,1724592107867,1737734989502,0,1740697733,0,0,0,11130,0,0,0,0,0,0,0,0,{}
1724592107871,1724592107870,1737734989502,0,1740697733,0,0,0,11131,0,0,0,0,0,0,0,0,{}
1724592107874,1724592107873,1737734989502,0,1740697733,0,0,0,11132,0,0,0,0,0,0,0,0,{}
1724592107877,1724592107876,1737734989502,0,1740697733,0,0,0,11133,0,0,0,0,0,0,0,0,{}
1724592107880,1724592107879,1737734989502,0,1740697733,0,0,0,11135,0,0,0,0,0,0,0,0,{}
1724592107883,1724592107882,1737734989502,0,1740697733,0,0,0,11136,0,0,0,0,0,0,0,0,{}
1724592107886,1724592107885,1737734989502,0,1740697733,0,0,0,11138,0,0,0,0,0,0,0,0,{}
1724592107889,1724592107888,1737734989502,0,1740697733,0,0,0,11139,0,0,0,0,0,0,0,0,{}
1724592107892,1724592107891,1737734989502,0,1740697733,0,0,0,11141,0,0,0,0,0,0,0,0,{}
1724592107895,1724592107894,1737734989502,0,1740697733,0,0,0,11143,0,0,0,0,0,0,0,0,{}
1724592107898,1724592107897,1737734989502,0,1740697733,0,0,0,11144,0,0,0,0,0,0,0,0,{}
1724592107901,1724592107900,1737734989502,0,1740697733,0,0,0,11145,0,0,0,0,0,0,0,0,{}
1724592107904,1724592107903,1737734989502,0,1740697733,0,0,0,11146,0,0,0,0,0,0,0,0,{}
1724592107907,1724592107906,1737734989502,0,1740697733,0,0,0,11148,0,0,0,0,0,0,0,0,{}
1724592107910,1724592107909,1737734989502,0,1740697733,0,0,0,11150,0,0,0,0,0,0,0,0,{}
1724592107913,1724592107912,1737734989502,0,1740697733,0,0,0,11151,0,0,0,0,0,0,0,0,{}
1724592107916,1724592107915,1737734989502,0,1740697733,0,0,0,11152,0,0,0,0,0,0,0,0,{}
1724592107919,1724592107918,1737734989502,0,1740697733,0,0,0,11153,0,0,0,0,0,0,0,0,{}
1724592107922,1724592107921,1737734989502,0,1748537450,1965,0,0,11154,0,0,0,0,0,0,0,3,{}
1724592107925,1724592107924,1737734989502,0,1740697733,0,0,0,11155,0,0,0,0,0,0,0,0,{}
1724592107928,1724592107927,1737734989502,0,1740697733,0,0,0,11156,0,0,0,0,0,0,0,0,{}
